SEN,CMID,NAME,BASE,FLEET,SEAT,HIREDATE,RTRDATE
84,1956,"KOHLER, Reyna",JFK,320,CA,2/25/2001,8/16/2030
85,1625,"BRAUN, Kelsie",MCO,320,CA,2/26/2001,6/18/2060
86,1386,"MERTZ, Jasen",BOS,320,CA,3/6/2001,10/31/2030
87,3152,"WINDLER, Mellie",JFK,320,CA,3/14/2001,10/1/2034
88,2538,"FEIL, Coby",JFK,320,CA,3/17/2001,4/5/2040
89,2565,"KING, Luz",BOS,320,CA,3/25/2001,7/21/2057
90,1190,"LARKIN, Damaris",JFK,320,CA,4/1/2001,10/29/2060
91,2107,"CARTWRIGHT, Kellie",MCO,320,CA,4/6/2001,7/29/2035
92,1779,"LYNCH, Jovanny",BOS,320,CA,4/7/2001,4/25/2054
93,2540,"MORISSETTE, Kassandra",JFK,320,CA,4/10/2001,2/11/2037
94,2015,"BORER, Bart",BOS,320,CA,4/21/2001,1/29/2057
95,1034,"SMITHAM, Sabrina",JFK,320,FO,4/25/2001,3/20/2041
96,3079,"WATERS, Adrien",BOS,320,CA,4/29/2001,7/31/2034
97,3277,"WILLMS, Justen",BOS,320,CA,5/2/2001,6/7/2036
98,1281,"OSINSKI, Molly",JFK,320,CA,5/3/2001,10/8/2035
99,2380,"KEELING, Walter",JFK,320,CA,5/10/2001,1/17/2043
100,2469,"CRONIN, Heather",BOS,320,CA,5/12/2001,11/4/2026
101,1728,"CHRISTIANSEN, Eleanore",JFK,220,CA,5/12/2001,3/12/2032
102,2195,"KUHIC, Denis",JFK,320,CA,5/24/2001,11/18/2049
103,2332,"CUMMERATA, Ira",BOS,320,CA,6/4/2001,6/12/2047
104,1556,"CORWIN, Francesco",JFK,220,CA,6/15/2001,5/11/2038
105,1101,"HIRTHE, Stewart",JFK,220,CA,6/16/2001,7/5/2056
106,1881,"KIHN, Leanna",BOS,320,CA,6/17/2001,1/27/2054
107,3453,"ANKUNDING, Garrison",BOS,320,CA,6/18/2001,11/16/2043
108,3307,"BATZ, Rae",JFK,320,CA,6/22/2001,7/10/2027
109,3390,"MCDERMOTT, Thea",MCO,320,CA,6/25/2001,1/8/2027
110,2863,"SANFORD, Edgardo",JFK,320,CA,6/26/2001,7/12/2035
111,3568,"ANDERSON, Rebeka",JFK,320,CA,6/28/2001,8/5/2034
112,3764,"RYAN, Corine",JFK,320,CA,6/29/2001,1/8/2050
113,3228,"KAUTZER, Floyd",BOS,220,CA,6/29/2001,6/2/2032
114,3006,"ROGAHN, Buck",JFK,320,CA,7/8/2001,2/11/2029
115,2937,"COLE, Anne",MCO,220,CA,7/10/2001,7/3/2032
116,1690,"WINDLER, Christie",BOS,320,CA,7/11/2001,1/29/2061
117,3886,"SCHUSTER, Nichole",BOS,320,CA,7/14/2001,12/9/2034
118,3559,"JACOBS, Helmer",BOS,320,CA,7/14/2001,4/7/2034
119,3746,"BOYER, Dallin",BOS,220,CA,7/25/2001,3/25/2047
120,3492,"WEST, Eula",BOS,320,CA,7/29/2001,6/28/2039
121,3409,"BLICK, Danny",JFK,320,CA,8/2/2001,8/29/2036
122,2056,"LITTEL, Salvador",JFK,320,CA,8/5/2001,11/8/2033
123,3360,"SCHAEFER, Retta",JFK,320,CA,8/6/2001,1/31/2029
124,3813,"RAYNOR, Antonia",MCO,320,CA,8/18/2001,11/26/2059
125,3209,"O'REILLY, Anya",JFK,320,CA,9/1/2001,4/1/2026
126,2363,"RODRIGUEZ, Bradford",BOS,320,CA,9/5/2001,1/2/2048
127,3485,"CARROLL, Dominic",BOS,220,CA,9/5/2001,10/11/2041
128,1004,"METZ, Lydia",JFK,320,CA,9/8/2001,12/1/2038
129,3433,"WILL, Granville",MCO,320,CA,9/14/2001,5/30/2042
130,1683,"SCHAMBERGER, Cydney",JFK,320,CA,9/20/2001,12/9/2033
131,1745,"BOGISICH, Golden",JFK,320,CA,9/22/2001,11/29/2038
132,1591,"UPTON, Dexter",JFK,320,CA,9/25/2001,8/31/2052
133,2284,"GLOVER, Willard",JFK,320,CA,9/27/2001,9/23/2042
134,2467,"VEUM, Jenny",JFK,320,CA,10/8/2001,7/11/2050
135,3834,"SMITH, Pam",JFK,320,CA,10/12/2001,11/15/2041
136,1103,"OSINSKI, Uriah",JFK,220,CA,10/17/2001,10/21/2036
137,3921,"BOSCO, Jasmine",JFK,320,CA,10/22/2001,12/2/2044
138,3683,"GRANT, Desiree",JFK,320,CA,10/28/2001,7/24/2026
139,3708,"SCHIMMEL, Leonard",JFK,320,CA,10/29/2001,7/23/2038
140,2948,"FAY, Rogelio",BOS,320,CA,11/5/2001,12/1/2047
141,1830,"SPENCER, Jeramie",JFK,220,CA,11/5/2001,11/2/2046
142,3558,"MOSCISKI, Luke",JFK,320,CA,11/6/2001,12/13/2049
143,1444,"YUNDT, Jordane",JFK,320,CA,11/10/2001,4/1/2045
144,3533,"ROBERTS, Mustafa",JFK,220,CA,11/12/2001,3/7/2040
145,1924,"HAND, Christie",JFK,320,CA,11/13/2001,10/14/2049
146,2415,"BOEHM-KUTCH, Boyd",JFK,320,CA,11/14/2001,6/28/2052
147,2823,"DECKOW, Adan",BOS,320,CA,12/2/2001,3/13/2032
148,3755,"MERTZ, Rudy",JFK,320,FO,12/3/2001,8/5/2028
149,1269,"FAY, Aurelia",JFK,320,CA,12/6/2001,1/29/2035
150,1630,"ROSENBAUM, Ned",JFK,320,CA,12/6/2001,1/19/2059
151,2727,"HAMILL, Anita",JFK,220,CA,12/10/2001,1/14/2048
152,1106,"VANDERVORT, Shelia",BOS,320,CA,12/11/2001,2/23/2056
153,2747,"BOYLE, Mercedes",JFK,320,CA,12/21/2001,2/22/2033
154,2145,"BOYLE, Jared",JFK,320,CA,12/24/2001,9/15/2030
155,2248,"MULLER, Marguerite",BOS,320,CA,12/24/2001,9/7/2039
156,1526,"DICKI, Deanna",BOS,320,CA,12/29/2001,4/4/2060
157,2497,"YOST, Eugenia",BOS,320,CA,12/31/2001,6/20/2036
158,3872,"GLEASON, Meagan",JFK,320,CA,1/2/2002,1/2/2062
159,3480,"SKILES, Reese",BOS,320,CA,1/6/2002,7/28/2050
160,1671,"VONRUEDEN, Shanny",JFK,320,CA,1/19/2002,4/19/2038
161,2476,"WILDERMAN, Lois",JFK,320,CA,1/28/2002,7/10/2031
162,3998,"KUHIC, Austyn",BOS,320,CA,1/29/2002,7/7/2039
163,1436,"GRIMES, Moises",BOS,320,CA,2/5/2002,9/15/2052
164,2518,"CORKERY, Dominick",JFK,320,CA,2/6/2002,6/24/2030
165,2740,"BALISTRERI, Nils",JFK,320,CA,2/8/2002,11/15/2041
166,3381,"GLEASON, Brennan",JFK,320,CA,2/16/2002,4/30/2038
167,2048,"HESSEL, Jerel",JFK,320,CA,2/18/2002,5/2/2035
168,2752,"MARVIN, Carlton",JFK,320,CA,2/18/2002,11/28/2033
169,3649,"HEANEY, Corbin",BOS,320,CA,2/19/2002,6/28/2059
170,3784,"WISOZK-BOYER, Danny",JFK,220,CA,2/20/2002,2/12/2028
171,1569,"FADEL, Morris",BOS,320,CA,2/20/2002,7/26/2030
172,3095,"RIPPIN, Cleveland",JFK,320,CA,2/22/2002,8/4/2033
173,1318,"JOHNSTON, Nina",BOS,320,CA,2/28/2002,8/3/2037
174,1614,"ROLFSON, Beatrice",BOS,320,CA,3/2/2002,2/1/2035
175,2914,"KULAS, Monique",BOS,320,CA,3/3/2002,4/11/2059
176,2883,"HYATT, Dax",MCO,320,CA,3/9/2002,9/11/2028
177,1423,"BOSCO, Aurelio",JFK,320,CA,3/9/2002,4/26/2062
178,2998,"DARE-KULAS, Korey",BOS,320,CA,3/13/2002,3/7/2033
179,2739,"KUHLMAN, Josh",JFK,320,CA,3/14/2002,6/9/2032
180,3775,"MCKENZIE, Lonnie",JFK,320,CA,3/14/2002,11/18/2037
181,2502,"WISOZK, Kenny",BOS,320,CA,3/19/2002,12/13/2064
182,1170,"HEANEY, Kevin",JFK,320,CA,3/21/2002,3/2/2047
183,2112,"ZBONCAK, Joshua",BOS,320,CA,3/26/2002,6/29/2031
184,1667,"BOEHM, Marvin",JFK,320,CA,4/12/2002,2/12/2040
185,2853,"WUNSCH, Crawford",BOS,320,CA,4/15/2002,9/26/2055
186,3499,"BOYER, Alexa",BOS,320,CA,4/17/2002,12/26/2036
187,2402,"GLEASON, Dexter",JFK,320,CA,4/18/2002,6/8/2029
188,3575,"STIEDEMANN, Vanessa",BOS,320,CA,4/18/2002,3/30/2034
189,3287,"CORMIER, Fred",JFK,320,CA,4/19/2002,12/24/2041
190,3704,"HERMANN, Amber",JFK,320,CA,4/20/2002,4/9/2058
191,3767,"RATH, Gerald",JFK,320,CA,4/21/2002,1/26/2064
192,3481,"CASPER, Sonia",JFK,320,CA,4/21/2002,6/21/2040
193,2350,"DURGAN, Allison",JFK,220,FO,4/24/2002,12/27/2050
194,1534,"TERRY, Sally",BOS,320,FO,4/25/2002,10/24/2033
195,3463,"CORMIER, Frida",BOS,320,CA,4/27/2002,3/17/2064
196,2116,"BARTON, Perry",BOS,220,CA,4/28/2002,3/2/2046
197,3495,"SATTERFIELD, Geoffrey",JFK,320,CA,5/2/2002,6/8/2035
198,3304,"KAUTZER, Alonzo",BOS,320,CA,5/7/2002,11/13/2030
199,2950,"HAAG, Joy",BOS,320,CA,5/8/2002,1/6/2034
200,2820,"BRUEN, Cathy",JFK,320,CA,5/8/2002,4/19/2027
201,2517,"BARROWS, Leopold",JFK,320,CA,5/8/2002,7/6/2028
202,1544,"ONDRICKA, Rollin",MCO,320,CA,5/8/2002,1/14/2062
203,1512,"HILPERT, Scot",JFK,220,CA,5/9/2002,4/30/2033
204,2388,"WALKER-BINS, Alize",BOS,220,CA,5/9/2002,1/1/2044
205,1989,"MILLER, Marty",JFK,320,CA,5/10/2002,10/18/2056
206,3833,"NOLAN, Meta",JFK,220,CA,5/13/2002,3/3/2046
207,3802,"SCHUSTER, Douglas",MCO,320,CA,5/14/2002,9/3/2058
208,1685,"MOEN, Tomas",MCO,320,CA,5/22/2002,9/1/2051
209,3087,"PREDOVIC, Tyrese",JFK,320,CA,5/22/2002,11/8/2034
210,1353,"LITTLE, Carole",JFK,320,CA,5/23/2002,1/27/2029
211,2742,"KOEPP, Alysa",JFK,220,CA,5/28/2002,9/9/2043
212,3535,"MOEN, Lelah",JFK,320,CA,5/31/2002,5/27/2034
213,2322,"BATZ, Myrl",JFK,220,CA,6/6/2002,1/19/2045
214,3350,"KUTCH, Sven",BOS,320,CA,6/11/2002,5/30/2061
215,3374,"JACOBI, Ewald",JFK,320,CA,6/11/2002,12/3/2052
216,2882,"KOEPP, Benny",JFK,320,CA,6/13/2002,3/13/2055
217,2487,"AUER, Loy",JFK,320,CA,6/19/2002,9/21/2052
218,1026,"CRIST, Hugo",BOS,220,CA,6/22/2002,7/18/2028
219,1115,"HAYES, Essie",JFK,220,CA,6/23/2002,12/20/2037
220,2859,"GIBSON, Amber",JFK,320,FO,6/23/2002,11/10/2044
221,2663,"BRUEN, Einar",BOS,320,CA,6/24/2002,2/9/2040
222,2401,"PREDOVIC, Belinda",JFK,220,CA,6/25/2002,3/16/2056
223,3097,"DICKI, Reggie",JFK,320,CA,6/27/2002,4/6/2030
224,3180,"COLLINS-BERNHARD, Don",JFK,220,CA,6/28/2002,7/18/2036
225,2733,"SWIFT, Eleanor",JFK,320,FO,7/6/2002,12/6/2040
226,1743,"JOHNSON, Deja",JFK,320,FO,7/7/2002,11/6/2031
227,2178,"O'HARA, Eloy",JFK,320,CA,7/7/2002,12/1/2038
228,1678,"BAHRINGER, Janice",JFK,320,CA,7/16/2002,1/11/2063
229,2070,"MACEJKOVIC, Ashleigh",JFK,220,CA,7/18/2002,6/30/2036
230,3751,"JAKUBOWSKI, Nya",JFK,320,CA,7/19/2002,6/23/2037
231,2374,"EBERT, Gene",JFK,320,CA,7/26/2002,5/23/2035
232,3446,"ROBERTS, Walter",JFK,320,CA,7/26/2002,6/29/2043
233,1251,"FAY, Obie",BOS,320,CA,7/27/2002,4/14/2034
234,2804,"DIBBERT, Aubree",JFK,320,FO,7/29/2002,7/15/2034
235,3142,"ONDRICKA, Brandy",JFK,320,CA,7/30/2002,1/14/2052
236,3452,"KUHN, Kristofer",JFK,320,CA,8/3/2002,8/23/2043
237,1368,"KONOPELSKI, Miranda",JFK,320,CA,8/3/2002,8/21/2033
238,3175,"HETTINGER, Ron",MCO,320,CA,8/6/2002,11/7/2041
239,2579,"BECKER, Maxwell",JFK,320,CA,8/11/2002,4/28/2063
240,3519,"KIHN, Eulah",JFK,320,CA,8/12/2002,7/22/2034
241,3177,"GERHOLD, Olive",JFK,220,CA,8/15/2002,8/29/2053
242,2699,"BERNIER, Lisa",JFK,220,CA,8/17/2002,1/14/2045
243,1893,"AUER, Debra",BOS,320,CA,8/17/2002,3/11/2041
244,2513,"PURDY-LUEILWITZ, Broderick",MCO,320,FO,8/18/2002,12/30/2038
245,3414,"DICKINSON, Hannah",BOS,320,CA,8/19/2002,3/30/2030
246,3020,"GRADY, Alba",BOS,320,CA,8/21/2002,10/5/2029
247,1945,"RUSSEL, Deron",JFK,320,CA,8/21/2002,4/15/2027
248,2714,"VOLKMAN, Tina",BOS,320,CA,8/25/2002,5/10/2040
249,2897,"RITCHIE, Cecelia",JFK,320,CA,8/26/2002,8/2/2048
250,2303,"LEDNER, Noemie",JFK,320,CA,8/31/2002,3/16/2043
251,1996,"RATKE, Adalberto",JFK,220,CA,8/31/2002,3/10/2050
252,1676,"ABBOTT, Rhea",MCO,320,CA,9/1/2002,3/15/2040
253,2985,"SCHULIST, Marisol",BOS,220,CA,9/1/2002,4/1/2056
254,3572,"MOHR, Shawn",BOS,320,CA,9/3/2002,8/22/2043
255,2206,"TORPHY-KEELING, Lillie",JFK,220,CA,9/6/2002,10/6/2043
256,3892,"HETTINGER, Darla",JFK,320,CA,9/7/2002,9/10/2029
257,3024,"SMITH, Darian",BOS,320,CA,9/9/2002,10/7/2026
258,2393,"HINTZ, Karen",MCO,320,CA,9/10/2002,7/8/2047
259,3155,"MCCULLOUGH, Ruthie",JFK,320,CA,9/13/2002,4/30/2055
260,2885,"BATZ, Lamar",JFK,320,CA,9/14/2002,9/12/2027
261,1533,"MONAHAN, Mohammad",JFK,320,CA,9/15/2002,4/30/2040
262,2900,"BAILEY, Kamryn",BOS,320,CA,9/18/2002,3/24/2039
263,1984,"ABERNATHY, Lura",MCO,320,CA,9/22/2002,11/18/2032
264,3039,"GLOVER, Ramiro",JFK,320,CA,9/23/2002,1/5/2038
265,2504,"HILPERT, Velva",JFK,320,CA,9/24/2002,3/28/2045
266,2013,"MERTZ, Yvette",JFK,320,CA,10/1/2002,11/16/2037
267,3669,"LUBOWITZ, Moises",BOS,220,CA,10/2/2002,4/28/2051
268,2088,"WISOZK, Cornelius",JFK,320,CA,10/6/2002,10/11/2047
269,2611,"BAYER, Beau",BOS,220,CA,10/7/2002,10/4/2028
270,3514,"GERLACH, Obie",JFK,320,FO,10/7/2002,9/2/2037
271,2353,"O'HARA, Annetta",JFK,220,CA,10/7/2002,8/11/2049
272,2857,"STOLTENBERG, Maryjane",JFK,320,CA,10/8/2002,4/14/2034
273,1753,"CORKERY, Max",BOS,320,CA,10/10/2002,1/22/2039
274,3515,"BRADTKE, Vicky",JFK,220,CA,10/14/2002,2/20/2051
275,3334,"LEDNER, Willard",BOS,320,CA,10/16/2002,2/7/2046
276,2710,"BARTON, Esmeralda",JFK,320,CA,10/17/2002,11/24/2052
277,1585,"ROOB, Kelley",JFK,320,CA,10/19/2002,4/8/2058
278,2980,"DOYLE, Ollie",BOS,220,CA,10/21/2002,6/2/2040
279,3884,"WILLMS, Carmen",BOS,320,CA,10/24/2002,3/31/2037
280,2647,"RODRIGUEZ, Viviane",JFK,320,CA,10/27/2002,7/7/2053
281,2278,"RUECKER, Catherine",BOS,220,CA,10/28/2002,4/20/2047
282,2999,"POWLOWSKI, Carol",JFK,320,CA,11/3/2002,8/8/2044
283,3194,"HAMMES, Tess",JFK,220,CA,11/9/2002,4/29/2061
284,3327,"MACGYVER, Aisha",BOS,320,CA,11/23/2002,12/22/2026
285,3693,"ERDMAN, Brenda",JFK,320,CA,11/27/2002,1/4/2050
286,2422,"KSHLERIN, Dusty",JFK,320,CA,11/27/2002,9/30/2044
287,1038,"HUDSON, Francis",JFK,320,CA,11/29/2002,7/8/2026
288,1699,"ROSENBAUM, Christine",BOS,320,CA,11/30/2002,10/23/2049
289,3061,"AUER, Lena",JFK,320,CA,12/1/2002,3/13/2045
290,1529,"RITCHIE, Richard",BOS,220,CA,12/2/2002,4/18/2055
291,2548,"GUTKOWSKI, Joseph",JFK,220,CA,12/6/2002,2/1/2039
292,1047,"MILLER, Edgar",JFK,320,CA,12/8/2002,4/19/2048
293,1486,"SCHULIST, Marcellus",MCO,320,CA,12/9/2002,2/28/2059
294,3694,"TILLMAN, Ole",JFK,320,CA,12/11/2002,11/2/2040
295,2142,"SKILES, Timmy",MCO,320,CA,12/15/2002,2/3/2049
296,1628,"PREDOVIC, Gwen",JFK,320,CA,12/15/2002,9/8/2043
297,3633,"VANDERVORT-BRAUN, Gwen",JFK,320,CA,12/15/2002,6/14/2041
298,1107,"CROOKS, Janet",JFK,320,CA,12/19/2002,7/26/2052
299,3706,"OKUNEVA, Chad",BOS,320,CA,12/20/2002,10/3/2040
300,1981,"WALSH, Ezra",BOS,320,CA,12/23/2002,12/15/2057
301,3539,"MURAZIK, Toby",JFK,320,FO,12/23/2002,4/27/2049
302,3752,"KOHLER, Leticia",JFK,320,CA,12/25/2002,2/22/2043
303,3457,"VANDERVORT, Bruce",JFK,320,CA,12/27/2002,4/28/2062
304,1346,"GRAHAM, Justine",JFK,220,CA,12/29/2002,11/17/2041
305,1760,"BECHTELAR-SCHIMMEL, Kathlyn",JFK,320,CA,1/1/2003,6/12/2049
306,2033,"SCHINNER, Jeffery",JFK,320,CA,1/3/2003,2/21/2031
307,2009,"JOHNSTON, Emanuel",JFK,320,FO,1/4/2003,6/13/2029
308,3797,"WARD, Abe",JFK,320,FO,1/4/2003,8/17/2053
309,2927,"POLLICH, Drew",JFK,320,CA,1/4/2003,5/27/2039
310,1792,"PARKER, Dixie",JFK,320,CA,1/14/2003,4/22/2051
311,3056,"SCHULIST-YUNDT, Felicia",BOS,320,CA,1/16/2003,12/21/2064
312,2730,"KING, Cleora",JFK,320,CA,1/18/2003,6/9/2038
313,3614,"WATSICA, Hilda",BOS,320,CA,1/24/2003,6/1/2045
314,3819,"RUECKER, Tanya",BOS,320,CA,1/24/2003,10/28/2029
315,3992,"SMITHAM, Gregg",JFK,320,CA,1/24/2003,9/28/2038
316,3570,"WISOZK, Virgil",JFK,320,CA,2/1/2003,10/12/2028
317,3027,"STANTON, Summer",BOS,320,CA,2/1/2003,5/10/2040
318,1280,"RUTHERFORD, Jenifer",JFK,220,CA,2/3/2003,5/20/2038
319,1327,"HAAG, Patrick",JFK,320,FO,2/7/2003,4/11/2036
320,2703,"WILKINSON, Hassie",JFK,320,CA,2/11/2003,10/31/2043
321,3437,"WYMAN, Jasmine",BOS,320,FO,2/17/2003,11/11/2027
322,1532,"GOODWIN, Robert",JFK,320,CA,2/17/2003,4/26/2037
323,3498,"FRANEY, Beaulah",BOS,320,CA,2/18/2003,8/19/2026
324,3067,"SPINKA, Russell",BOS,320,CA,2/19/2003,8/28/2038
325,2886,"BARROWS, Terrence",JFK,320,CA,2/19/2003,8/11/2032
326,3432,"SIPES, Hannah",JFK,220,CA,2/21/2003,9/7/2058
327,3589,"ARMSTRONG, Benedict",JFK,320,FO,2/26/2003,2/26/2028
328,2067,"MAYER, Karson",JFK,320,CA,2/27/2003,3/9/2030
329,1942,"BOSCO, Cary",JFK,320,CA,2/27/2003,6/22/2058
330,3847,"HAMILL, Alfredo",BOS,320,CA,3/4/2003,12/13/2047
331,2566,"EMMERICH, Debbie",JFK,320,CA,3/8/2003,3/24/2052
332,3321,"BALISTRERI, Frederick",JFK,320,FO,3/11/2003,12/27/2047
333,3832,"BREITENBERG, Jeffry",JFK,220,CA,3/13/2003,2/21/2054
334,2423,"TURCOTTE, Waylon",BOS,320,CA,3/20/2003,1/26/2061
335,1396,"ULLRICH, Vivian",BOS,220,CA,3/23/2003,6/28/2039
336,1226,"HAYES, Wellington",JFK,320,CA,3/24/2003,7/18/2039
337,2947,"STRACKE, Kelvin",BOS,320,CA,3/28/2003,5/9/2032
338,2259,"WINTHEISER, Camren",JFK,320,CA,4/1/2003,2/27/2050
339,3805,"DAVIS, Alexandrine",JFK,320,CA,4/3/2003,12/23/2044
340,3158,"MURAZIK, Jessica",JFK,320,CA,4/9/2003,5/19/2054
341,1885,"BEATTY, Bailee",JFK,320,CA,4/18/2003,4/14/2034
342,2795,"MARQUARDT, Glenda",JFK,320,CA,4/20/2003,11/16/2026
343,2270,"ZIEMANN, Wallace",JFK,320,CA,4/21/2003,10/24/2064
344,2313,"YOST, Ryan",MCO,320,CA,4/23/2003,3/11/2032
